_raw,index,host,source,sourcetype
"{""timestamp"":""06-04-2018 12:00:18"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016018"",""family"":{""name"":""Settings"",""id"":""18"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""18"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:19"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016019"",""family"":{""name"":""Settings"",""id"":""19"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""19"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:20"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016020"",""family"":{""name"":""Settings"",""id"":""20"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""20"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:21"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016021"",""family"":{""name"":""Settings"",""id"":""21"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""21"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:22"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016022"",""family"":{""name"":""Settings"",""id"":""22"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""22"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:23"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016023"",""family"":{""name"":""Settings"",""id"":""23"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""23"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:24"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016024"",""family"":{""name"":""Settings"",""id"":""24"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""24"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:25"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016025"",""family"":{""name"":""Settings"",""id"":""25"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""25"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:26"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016026"",""family"":{""name"":""Settings"",""id"":""26"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""26"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:27"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016027"",""family"":{""name"":""Settings"",""id"":""27"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""27"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:28"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016028"",""family"":{""name"":""Settings"",""id"":""28"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""28"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:29"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016029"",""family"":{""name"":""Settings"",""id"":""29"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""29"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:30"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016030"",""family"":{""name"":""Settings"",""id"":""30"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""30"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:31"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016031"",""family"":{""name"":""Settings"",""id"":""31"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""31"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:32"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016032"",""family"":{""name"":""Settings"",""id"":""32"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""32"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:33"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016033"",""family"":{""name"":""Settings"",""id"":""33"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""33"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:34"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016034"",""family"":{""name"":""Settings"",""id"":""34"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""34"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:35"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016035"",""family"":{""name"":""Settings"",""id"":""35"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""35"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:36"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016036"",""family"":{""name"":""Settings"",""id"":""36"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""36"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:37"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016037"",""family"":{""name"":""Settings"",""id"":""37"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""37"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:38"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016038"",""family"":{""name"":""Settings"",""id"":""38"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""38"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:39"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016039"",""family"":{""name"":""Settings"",""id"":""39"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""39"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
