sid,search,"splunk_server","_time","is_realtime",provenance,"event_count","exec_time","result_count","scan_count",status,"total_run_time","api_et","api_lt","search_et","search_lt","savedsearch_name","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_provenance","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_scan_count","__mv_status","__mv_total_run_time","__mv_api_et","__mv_api_lt","__mv_search_et","__mv_search_lt","__mv_savedsearch_name"
"1605772666.169","search index=""_internal"" |chart count(_time) over date_hour by date_minute | foreach * [eval bruh = if(<<FIELD>>==""53"",""OK"",""NO"")]","prod-openpathus","1605772666.156142",0,"UI:Search",481062,1605772666,24,481062,completed,"0.889","1605682800.000000000","1605772666.000000000","1605682800.000000000","1605772666.000000000",,,,,,,,,,,,,,,,,,
"1605773381.172","search index=""_internal"" |chart count(_time) over date_hour by date_minute | foreach  '18' [eval match=if('18'='43',  ""green"", NULL)]","prod-openpathus","1605773381.869580",0,"UI:Search",465672,1605773381,24,465672,completed,"1.074","1605686400.000000000","1605773381.000000000","1605686400.000000000","1605773381.000000000",,,,,,,,,,,,,,,,,,
"1605773425.173","search index=""_internal"" |chart count(_time) over date_hour by date_minute | foreach  '18' [eval match=if('18'='43',  ""green"", NULL)] | table  '18' '43' match","prod-openpathus","1605773425.833553",0,"UI:Search",466053,1605773425,0,466053,completed,"0.859","1605686400.000000000","1605773425.000000000","1605686400.000000000","1605773425.000000000",,,,,,,,,,,,,,,,,,
"1605773436.174","search index=""_internal"" |chart count(_time) over date_hour by date_minute | foreach  '18' [eval match=if('18'='43', ""green"", NULL)] | table  '18' '43' match","prod-openpathus","1605773436.680390",0,"UI:Search",466068,1605773436,0,466068,completed,"0.866","1605686400.000000000","1605773436.000000000","1605686400.000000000","1605773436.000000000",,,,,,,,,,,,,,,,,,
"1605773445.175","search index=""_internal"" |chart count(_time) over date_hour by date_minute | foreach  '18' [eval match=if('18'='43', '18', NULL)] | table  '18' '43' match","prod-openpathus","1605773445.127593",0,"UI:Search",466086,1605773445,0,466086,completed,"0.87","1605686400.000000000","1605773445.000000000","1605686400.000000000","1605773445.000000000",,,,,,,,,,,,,,,,,,
"1605774017.177","search index=""_internal"" |chart count(_time) over date_hour by date_minute | foreach  * [eval match=if(<<field>> == '12', '18', NULL)] | table  '18' '43' match","prod-openpathus","1605774017.918673",0,"UI:Search",0,1605774018,0,0,failed,"0.009000000000000001","1605686400.000000000","1605774017.000000000","1605686400.000000000","1605774017.000000000",,,,,,,,,,,,,,,,,,
"1605774020.178","search index=""_internal"" |chart count(_time) over date_hour by date_minute | foreach  * [eval match=if(<<field>> == '12', '18', NULL)]","prod-openpathus","1605774020.966294",0,"UI:Search",0,1605774021,0,0,failed,"0.009000000000000001","1605686400.000000000","1605774020.000000000","1605686400.000000000","1605774020.000000000",,,,,,,,,,,,,,,,,,
"1605774026.179","search index=""_internal"" |chart count(_time) over date_hour by date_minute | foreach  * [eval match=if(<<field>> = '12', '18', NULL)]","prod-openpathus","1605774026.241866",0,"UI:Search",0,1605774026,0,0,failed,"0.008","1605686400.000000000","1605774026.000000000","1605686400.000000000","1605774026.000000000",,,,,,,,,,,,,,,,,,
"1605774031.180","search index=""_internal"" |chart count(_time) over date_hour by date_minute | foreach  * [eval match=if(<<field>>='12', '18', NULL)]","prod-openpathus","1605774031.976043",0,"UI:Search",0,1605774032,0,0,failed,"0.008","1605686400.000000000","1605774031.000000000","1605686400.000000000","1605774031.000000000",,,,,,,,,,,,,,,,,,
"1605774034.181","search index=""_internal"" |chart count(_time) over date_hour by date_minute | foreach  * [eval match=if(<<field>>=='12', '18', NULL)]","prod-openpathus","1605774034.004822",0,"UI:Search",0,1605774034,0,0,failed,"0.008","1605686400.000000000","1605774033.000000000","1605686400.000000000","1605774033.000000000",,,,,,,,,,,,,,,,,,
"1605774083.182","search index=""_internal"" |chart count(_time) over date_hour by date_minute |untable","prod-openpathus","1605774083.078214",0,"UI:Search",469898,1605774083,288,469898,completed,"1.081","1605686400.000000000","1605774083.000000000","1605686400.000000000","1605774083.000000000",,,,,,,,,,,,,,,,,,
"1605774092.183","search index=""_internal"" |chart count(_time) over date_hour by date_minute |untable *","prod-openpathus","1605774092.459109",0,"UI:Search",0,1605774092,0,0,failed,"0.009000000000000001","1605686400.000000000","1605774092.000000000","1605686400.000000000","1605774092.000000000",,,,,,,,,,,,,,,,,,
"1605774098.184","search index=""_internal"" |chart count(_time) over date_hour by date_minute |transpose |untable","prod-openpathus","1605774098.702383",0,"UI:Search",469985,1605774098,72,469985,completed,"1.09","1605686400.000000000","1605774098.000000000","1605686400.000000000","1605774098.000000000",,,,,,,,,,,,,,,,,,
"1605774106.185","search index=""_internal"" |chart count(_time) over date_hour by date_minute |untable |transpose","prod-openpathus","1605774106.691287",0,"UI:Search",470125,1605774106,0,470125,completed,"1.079","1605686400.000000000","1605774106.000000000","1605686400.000000000","1605774106.000000000",,,,,,,,,,,,,,,,,,
"1605774112.186","search index=""_internal"" |chart count(_time) over date_hour by date_minute","prod-openpathus","1605774112.988683",0,"UI:Search",470157,1605774112,24,470157,completed,"0.864","1605686400.000000000","1605774112.000000000","1605686400.000000000","1605774112.000000000",,,,,,,,,,,,,,,,,,
"admin__admin__search__search1_1605835703.272","search index=""_internal"" |chart count(_time) over date_hour by date_minute","prod-openpathus","1605835703.091473",0,"UI:Dashboard:testing_datamodel",471252,1605835703,24,471252,completed,"1.079","1605747600.000000000","1605835703.000000000","1605747600.000000000","1605835703.000000000",search1,,,,,,,,,,,,,,,,,
"rt_md_1605840596.280","| metadata type=sourcetypes | search totalCount > 0","prod-openpathus","1605840596.787884",1,"UI:Search",0,1605840596,0,0,canceled,"27.033",,,,,,,,,,,,,,,,,,,,,,
"1605840623.281","| inputlookup lookupfilesize.csv","prod-openpathus","1605840623.199728",0,"UI:Search",0,1605840623,16,0,completed,"0.046","1605751200.000000000","1605840623.000000000","1605751200.000000000","1605840623.000000000",,,,,,,,,,,,,,,,,,
"1605840755.282","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+time","prod-openpathus","1605840755.663540",0,"UI:Search",0,1605840755,16,0,completed,"0.046","1605751200.000000000","1605840755.000000000","1605751200.000000000","1605840755.000000000",,,,,,,,,,,,,,,,,,
"1605840770.283","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+time |fields - month day time","prod-openpathus","1605840770.482258",0,"UI:Search",0,1605840770,16,0,completed,"0.051000000000000004","1605751200.000000000","1605840770.000000000","1605751200.000000000","1605840770.000000000",,,,,,,,,,,,,,,,,,
"1605840904.284","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+time+""2020"" |fields - month day time |eval epochtime=strptime(date, ""%b %d %H:%M:%S"")","prod-openpathus","1605840904.703721",0,"UI:Search",0,1605840904,16,0,completed,"0.047","1605751200.000000000","1605840904.000000000","1605751200.000000000","1605840904.000000000",,,,,,,,,,,,,,,,,,
"1605840918.285","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+time+"" ""+""2020"" |fields - month day time |eval epochtime=strptime(date, ""%b %d %H:%M:%S"")","prod-openpathus","1605840918.857716",0,"UI:Search",0,1605840918,16,0,completed,"0.049","1605751200.000000000","1605840918.000000000","1605751200.000000000","1605840918.000000000",,,,,,,,,,,,,,,,,,
"1605840955.286","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+time+"" ""+""2020"" |fields - month day time |eval epochtime=strptime(date, ""%M %d %H:%M %Y"")","prod-openpathus","1605840955.569292",0,"UI:Search",0,1605840955,16,0,completed,"0.048","1605751200.000000000","1605840955.000000000","1605751200.000000000","1605840955.000000000",,,,,,,,,,,,,,,,,,
"1605840962.287","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+time+"" ""+""2020"" |fields - month day time |eval epochtime=strptime(date, ""%m %d %H:%M %Y"")","prod-openpathus","1605840962.307894",0,"UI:Search",0,1605840962,16,0,completed,"0.014","1605751200.000000000","1605840962.000000000","1605751200.000000000","1605840962.000000000",,,,,,,,,,,,,,,,,,
"1605841043.288","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+time+"" ""+""2020"" |fields - month day time |eval epochtime=strptime(date,""%m %d %H:%M %Y"")","prod-openpathus","1605841043.645939",0,"UI:Search",0,1605841043,16,0,completed,"0.048","1605751200.000000000","1605841043.000000000","1605751200.000000000","1605841043.000000000",,,,,,,,,,,,,,,,,,
"1605841181.289","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+""2020""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%m %d %H:%M %Y"")","prod-openpathus","1605841181.386548",0,"UI:Search",0,1605841181,16,0,completed,"0.047","1605751200.000000000","1605841181.000000000","1605751200.000000000","1605841181.000000000",,,,,,,,,,,,,,,,,,
"1605841251.290","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%m %d %Y %H:%M"")","prod-openpathus","1605841251.261109",0,"UI:Search",0,1605841251,16,0,completed,"0.047","1605754800.000000000","1605841251.000000000","1605754800.000000000","1605841251.000000000",,,,,,,,,,,,,,,,,,
"1605841289.320","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time |fields - month day time |eval epochtime=strftime(date,""%m %d %Y %H:%M"")","prod-openpathus","1605841289.331367",0,"UI:Search",0,1605841289,16,0,completed,"0.047","1605754800.000000000","1605841289.000000000","1605754800.000000000","1605841289.000000000",,,,,,,,,,,,,,,,,,
"1605841292.321","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%m %d %Y %H:%M"")","prod-openpathus","1605841292.908487",0,"UI:Search",0,1605841292,16,0,completed,"0.049","1605754800.000000000","1605841292.000000000","1605754800.000000000","1605841292.000000000",,,,,,,,,,,,,,,,,,
"1605841299.322","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time |fields - month day time |eval epochtime=strptime('date',""%m %d %Y %H:%M"")","prod-openpathus","1605841299.997638",0,"UI:Search",0,1605841300,16,0,completed,"0.047","1605754800.000000000","1605841299.000000000","1605754800.000000000","1605841299.000000000",,,,,,,,,,,,,,,,,,
"1605841367.323","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time+:+""00"" |fields - month day time |eval epochtime=strptime('date',""%m %d %Y %H:%M:S"")","prod-openpathus","1605841367.804886",0,"UI:Search",0,1605841367,0,0,failed,"0.007","1605754800.000000000","1605841367.000000000","1605754800.000000000","1605841367.000000000",,,,,,,,,,,,,,,,,,
"1605841371.324","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time+:+""00"" |fields - month day time |eval epochtime=strptime('date',""%m %d %Y %H:%M:%S"")","prod-openpathus","1605841371.389879",0,"UI:Search",0,1605841371,0,0,failed,"0.007","1605754800.000000000","1605841371.000000000","1605754800.000000000","1605841371.000000000",,,,,,,,,,,,,,,,,,
"1605841384.325","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time+"":""+""00"" |fields - month day time |eval epochtime=strptime('date',""%m %d %Y %H:%M:%S"")","prod-openpathus","1605841384.386644",0,"UI:Search",0,1605841384,16,0,completed,"0.048","1605754800.000000000","1605841384.000000000","1605754800.000000000","1605841384.000000000",,,,,,,,,,,,,,,,,,
"1605841388.326","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time+"":""+""00"" |fields - month day time |eval epochtime=strptime('date',""%m %d %Y %H:%M:%S"")","prod-openpathus","1605841388.887917",0,"UI:Search",0,1605841388,16,0,completed,"0.047","1605754800.000000000","1605841388.000000000","1605754800.000000000","1605841388.000000000",,,,,,,,,,,,,,,,,,
"1605841478.327","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time+"":""+""00"" |fields - month day time |eval epochtime=strftime(strptime('date',""%m %d %Y %H:%M:%S"")","prod-openpathus","1605841478.952532",0,"UI:Search",0,1605841479,0,0,failed,"0.008","1605754800.000000000","1605841478.000000000","1605754800.000000000","1605841478.000000000",,,,,,,,,,,,,,,,,,
"1605841482.328","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time+"":""+""00"" |fields - month day time |eval epochtime=strftime(strptime('date',""%m %d %Y %H:%M:%S""))","prod-openpathus","1605841482.494711",0,"UI:Search",0,1605841482,0,0,failed,"0.007","1605754800.000000000","1605841482.000000000","1605754800.000000000","1605841482.000000000",,,,,,,,,,,,,,,,,,
"1605841605.329","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time+"":""+""00"" |fields - month day time |eval epochtime=strptime('date',""%m %d %Y %H:%M:%S"")","prod-openpathus","1605841605.824421",0,"UI:Search",0,1605841605,16,0,completed,"0.049","1605754800.000000000","1605841605.000000000","1605754800.000000000","1605841605.000000000",,,,,,,,,,,,,,,,,,
"1605841625.330","| inputlookup lookupfilesize.csv","prod-openpathus","1605841625.500647",0,"UI:Search",0,1605841625,16,0,completed,"0.053","1605754800.000000000","1605841625.000000000","1605754800.000000000","1605841625.000000000",,,,,,,,,,,,,,,,,,
"1605841646.331","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time+"":""+""00"" |fields - month day time |eval epochtime=strptime('date',""%m %d %Y %H:%M:%S"")","prod-openpathus","1605841646.743156",0,"UI:Search",0,1605841646,16,0,completed,"0.047","1605754800.000000000","1605841646.000000000","1605754800.000000000","1605841646.000000000",,,,,,,,,,,,,,,,,,
"1605841665.332","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time |fields - month day time |eval epochtime=strptime('date',""%m %d %Y %H:%M"")","prod-openpathus","1605841665.930448",0,"UI:Search",0,1605841665,16,0,completed,"0.048","1605754800.000000000","1605841665.000000000","1605754800.000000000","1605841665.000000000",,,,,,,,,,,,,,,,,,
"1605841697.335","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""20""+"" ""+time |fields - month day time |eval epochtime=strptime('date',""%m %d %Y %H:%M"")","prod-openpathus","1605841697.405999",0,"UI:Search",0,1605841697,16,0,completed,"0.047","1605754800.000000000","1605841697.000000000","1605754800.000000000","1605841697.000000000",,,,,,,,,,,,,,,,,,
"1605841735.336","| inputlookup lookupfilesize.csv |eval date=month+""/""+day+""/""+""20""+"" ""+time |fields - month day time |eval epochtime=strptime('date',""%m/%d/%Y %H:%M"")","prod-openpathus","1605841735.217363",0,"UI:Search",0,1605841735,16,0,completed,"0.049","1605754800.000000000","1605841735.000000000","1605754800.000000000","1605841735.000000000",,,,,,,,,,,,,,,,,,
"1605841753.337","| inputlookup lookupfilesize.csv |eval date=month+""/""+day+""/""+""20""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%m/%d/%Y %H:%M"")","prod-openpathus","1605841753.934894",0,"UI:Search",0,1605841753,16,0,completed,"0.047","1605754800.000000000","1605841753.000000000","1605754800.000000000","1605841753.000000000",,,,,,,,,,,,,,,,,,
"1605841809.338","| inputlookup lookupfilesize.csv |eval date=month+""/""+day+""/""+""20""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%b/%d/%Y %H:%M"")","prod-openpathus","1605841809.933908",0,"UI:Search",0,1605841809,16,0,completed,"0.047","1605754800.000000000","1605841809.000000000","1605754800.000000000","1605841809.000000000",,,,,,,,,,,,,,,,,,
"1605841821.339","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""20""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%b %d %Y %H:%M"")","prod-openpathus","1605841821.346583",0,"UI:Search",0,1605841821,16,0,completed,"0.048","1605754800.000000000","1605841821.000000000","1605754800.000000000","1605841821.000000000",,,,,,,,,,,,,,,,,,
"1605841892.340","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""20""+"" ""+time+"":""+""00"" |fields - month day time |eval epochtime=strptime(date,""%b %d %Y %H:%M:%S"")","prod-openpathus","1605841892.077843",0,"UI:Search",0,1605841892,16,0,completed,"0.056","1605754800.000000000","1605841892.000000000","1605754800.000000000","1605841892.000000000",,,,,,,,,,,,,,,,,,
"1605841946.341","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""20""+"" ""+time+"":""+""00"" |fields - month day time |eval epochtime=strptime(date,""%b %d %Y %H:%M:%S"")","prod-openpathus","1605841946.855971",0,"UI:Search",0,1605841946,16,0,completed,"0.047","1605754800.000000000","1605841946.000000000","1605754800.000000000","1605841946.000000000",,,,,,,,,,,,,,,,,,
"1605842022.342","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""20""+"" ""+time+"":""+""00"" |fields - month day time |eval epochtime=strptime(date,""%b %d %Y %R:%S"")","prod-openpathus","1605842022.454015",0,"UI:Search",0,1605842022,16,0,completed,"0.047","1605754800.000000000","1605842022.000000000","1605754800.000000000","1605842022.000000000",,,,,,,,,,,,,,,,,,
"1605842040.343","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""20""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%b %d %Y %R"")","prod-openpathus","1605842040.298549",0,"UI:Search",0,1605842040,16,0,completed,"0.047","1605754800.000000000","1605842040.000000000","1605754800.000000000","1605842040.000000000",,,,,,,,,,,,,,,,,,
"1605842399.345","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""20""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%b %d %Y %R"")","prod-openpathus","1605842399.398166",0,"UI:Search",0,1605842399,16,0,completed,"0.046","1605754800.000000000","1605842399.000000000","1605754800.000000000","1605842399.000000000",,,,,,,,,,,,,,,,,,
"1605843090.350","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%b %d %Y %R"")","prod-openpathus","1605843090.854178",0,"UI:Search",0,1605843090,16,0,completed,"0.046","1605754800.000000000","1605843090.000000000","1605754800.000000000","1605843090.000000000",,,,,,,,,,,,,,,,,,
"1605843124.351","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%b %d %Y %R"") |timechart values(size) as size by file","prod-openpathus","1605843124.235647",0,"UI:Search",0,1605843124,0,0,completed,"0.048","1605754800.000000000","1605843124.000000000","1605754800.000000000","1605843124.000000000",,,,,,,,,,,,,,,,,,
